#Sample[#]	Predicted Power[W]	Error[W]	Absolute Percentage Error[%]
48228	2.92079	-0.02359	0.81419
48229	2.91358	-0.05664	1.98264
48230	2.92281	-0.02469	0.85205
48231	2.92111	-0.00744	0.25545
48232	2.91456	-0.05854	2.04967
48233	2.91930	-0.03675	1.27480
48234	2.92352	-0.01808	0.62244
48235	2.92206	-0.04591	1.59625
48236	2.93206	-0.05774	2.00875
48237	2.92558	-0.04028	1.39594
48238	2.90999	-0.04482	1.56444
48239	2.92075	-0.02538	0.87670
48240	2.92256	-0.03909	1.35567
48241	2.92216	-0.06065	2.11949
48242	2.91287	-0.03397	1.18001
48243	2.92090	-0.05024	1.75016
48244	2.92730	-0.06396	2.23364
48245	2.92821	-0.03284	1.13436
48246	2.91314	-0.03699	1.28617
48247	2.91885	-0.02073	0.71536
48248	2.91993	-0.04835	1.68380
48249	2.91351	-0.02730	0.94577
48250	2.91281	-0.01927	0.66593
48251	2.91652	-0.03671	1.27484
48252	2.92297	-0.02119	0.73036
48253	2.92010	-0.02840	0.98197
48254	2.92438	-0.05372	1.87144
48255	2.92843	-0.01842	0.63286
48256	2.92924	-0.07139	2.49814
48257	2.91711	-0.06749	2.36856
48258	2.90733	-0.02294	0.79546
48259	2.92194	-0.06043	2.11196
48260	2.92410	-0.03513	1.21614
48261	2.91964	-0.02702	0.93407
48262	2.91362	-0.03015	1.04562
48263	2.90154	-0.03271	1.14027
48264	2.91520	0.00030	0.01043
48265	2.92237	-0.02151	0.74146
48266	2.92024	-0.04500	1.56512
48267	2.91353	-0.03921	1.36423
48268	2.91900	-0.04193	1.45740
48269	2.92207	-0.04592	1.59648
48270	2.90938	-0.01950	0.67470
48271	2.90842	-0.01122	0.38719
48272	2.92121	-0.00937	0.32179
48273	2.92622	-0.03726	1.28961
48274	2.91656	-0.03034	1.05128
48275	2.91719	-0.04196	1.45920
48276	2.92494	-0.03140	1.08533
48277	2.92846	-0.01571	0.53920
48278	2.92443	-0.05194	1.80802
48279	2.93320	-0.06345	2.21113
48280	2.91728	-0.06583	2.30874
48281	2.92569	-0.06601	2.30826
48282	2.91783	-0.04442	1.54595
48283	2.92573	-0.02670	0.92116
48284	2.93010	-0.07774	2.72548
48285	2.90643	-0.03119	1.08482
48286	2.91830	-0.04306	1.49769
48287	2.92124	-0.01123	0.38606
48288	2.90567	-0.01671	0.57842
48289	2.93173	-0.04551	1.57676
48290	2.91142	-0.04991	1.74415
48291	2.90902	-0.02005	0.69414
48292	2.92016	-0.02937	1.01603
48293	2.92148	-0.04076	1.41478
48294	2.92223	-0.04334	1.50532
48295	2.91127	-0.02506	0.86817
48296	2.91956	-0.04158	1.44469
48297	2.91788	-0.06644	2.32997
48298	2.92814	-0.03644	1.26005
48299	2.93569	-0.03209	1.10514
48300	2.92332	-0.05449	1.89931
48301	2.92865	-0.02871	0.98991
48302	2.92152	-0.05818	2.03206
48303	2.92246	-0.04265	1.48093
48304	2.91960	-0.04254	1.47844
48305	2.91596	-0.05628	1.96808
48306	2.92467	-0.04944	1.71936
48307	2.92165	-0.04458	1.54963
48308	2.91861	-0.02049	0.70713
48309	2.91814	-0.05572	1.94646
48310	2.92520	-0.02892	0.99837
48311	2.92365	-0.04018	1.39344
48312	2.92467	-0.07048	2.46952
48313	2.91001	-0.02928	1.01645
48314	2.92731	-0.03103	1.07141
48315	2.91209	-0.03868	1.34626
48316	2.91782	-0.03343	1.15912
48317	2.90960	-0.04443	1.55073
48318	2.92813	-0.03093	1.06768
48319	2.91996	-0.03465	1.20101
48320	2.91202	-0.02581	0.89408
48321	2.91525	-0.07113	2.50103
48322	2.92496	-0.08724	3.07428
48323	2.91601	-0.01149	0.39561
48324	2.95017	-0.07219	2.50828
48325	2.91067	-0.01621	0.56016
48326	2.90956	-0.00504	0.17357
48327	2.91003	-0.03204	1.11344
48328	2.91215	-0.03051	1.05863
48329	2.92896	-0.04824	1.67441
48330	2.92697	-0.04899	1.70220
48331	2.92153	-0.04446	1.54546
48332	2.92409	-0.02141	0.73743
48333	2.92201	-0.04769	1.65915
48334	2.92869	-0.04705	1.63282
48335	2.91626	-0.01266	0.43590
48336	2.91982	0.00026	0.00895
48337	2.92512	-0.04256	1.47645
48338	2.92212	-0.03499	1.21189
48339	2.93868	-0.05887	2.04423
48340	2.93355	-0.04276	1.47919
48341	2.92035	-0.03871	1.34323
48342	2.91356	-0.04748	1.65657
48343	2.93592	-0.02500	0.85879
48344	2.92290	-0.02296	0.79169
48345	2.93003	-0.06303	2.19855
48346	2.91596	-0.03615	1.25516
48347	2.92125	-0.08079	2.84408
48348	2.92215	-0.06248	2.18469
48349	2.92274	-0.05300	1.84682
48350	2.91821	-0.03474	1.20488
48351	2.93037	-0.05330	1.85269
48352	2.93019	-0.04306	1.49129
48353	2.91168	-0.02912	1.01023
48354	2.91399	-0.00306	0.10510
48355	2.92269	-0.03190	1.10355
48356	2.92159	-0.03171	1.09738
48357	2.91940	-0.01488	0.51231
48358	2.90909	-0.03751	1.30635
48359	2.92276	-0.05302	1.84743
48360	2.91900	-0.04193	1.45749
48361	2.92189	-0.04939	1.71957
48362	2.91184	-0.02013	0.69609
48363	2.91869	-0.03979	1.38210
48364	2.92500	-0.04336	1.50457
48365	2.92291	-0.03761	1.30337
48366	2.91842	-0.03037	1.05163
48367	2.91611	-0.02989	1.03572
48368	2.92379	-0.04764	1.65642
48369	2.91068	-0.01257	0.43372
48370	2.92314	-0.06437	2.25175
48371	2.92113	-0.04498	1.56384
48372	2.91346	-0.07575	2.66923
48373	2.91745	-0.04954	1.72724
48374	2.93315	-0.03961	1.36886
48375	2.92739	-0.02837	0.97843
48376	2.92255	-0.02352	0.81133
48377	2.92075	-0.02721	0.94045
48378	2.92246	-0.04265	1.48109
48379	2.92239	-0.05722	1.99701
48380	2.91261	-0.03829	1.33229
48381	2.91467	-0.01472	0.50767
48382	2.91440	-0.06204	2.17519
48383	2.92162	-0.04821	1.67795
48384	2.91805	-0.01262	0.43423
48385	2.92574	-0.04502	1.56266
48386	2.92199	-0.04401	1.52916
48387	2.92057	-0.02703	0.93419
48388	2.93657	-0.06774	2.36116
48389	2.91193	-0.00924	0.31819
48390	2.93458	-0.02823	0.97140
48391	2.91924	-0.04766	1.65981
48392	2.92663	-0.04590	1.59341
48393	2.91720	-0.04014	1.39506
48394	2.91924	-0.04858	1.69241
48395	2.91702	-0.03904	1.35652
48396	2.91016	-0.03035	1.05383
48397	2.91247	-0.08299	2.93290
48398	2.91857	-0.03785	1.31375
48399	2.91811	-0.03830	1.33004
48400	2.90110	-0.00665	0.22959
48401	2.92061	-0.03074	1.06360
48402	2.92148	-0.01512	0.52041
48403	2.91681	-0.05530	1.93254
48404	2.91079	-0.05477	1.91773
48405	2.93020	-0.01379	0.47278
48406	2.90917	-0.04675	1.63315
48407	2.92312	-0.06253	2.18581
48408	2.92514	-0.04075	1.41283
48409	2.92212	-0.06519	2.28183
48410	2.91780	-0.03615	1.25466
48411	2.93086	-0.04647	1.61105
48412	2.91756	-0.01030	0.35422
48413	2.91126	-0.02871	0.99585
48414	2.91350	-0.04925	1.71937
