#Sample[#]	Predicted Power[W]	Error[W]	Absolute Percentage Error[%]
70177	2.72295	-0.04629	1.72957
70178	2.72141	-0.04933	1.84616
70179	2.71789	-0.02934	1.09138
70180	2.71682	-0.03834	1.43140
70181	2.71892	-0.04043	1.50956
70182	2.72175	-0.04510	1.68484
70183	2.71975	-0.02845	1.05710
70184	2.71654	-0.03714	1.38598
70185	2.71992	-0.06523	2.45726
70186	2.71567	-0.03444	1.28458
70187	2.72075	-0.04318	1.61265
70188	2.71951	-0.03828	1.42758
70189	2.72317	-0.04377	1.63361
70190	2.71964	-0.03933	1.46730
70191	2.71354	-0.01858	0.68946
70192	2.71941	-0.03086	1.14780
70193	2.72068	-0.03487	1.29843
70194	2.72260	-0.05327	1.99560
70195	2.71746	-0.04904	1.83795
70196	2.71972	-0.03575	1.33192
70197	2.71712	-0.02490	0.92508
70198	2.71652	-0.02431	0.90292
70199	2.71666	-0.03268	1.21776
70200	2.71764	-0.03458	1.28881
70201	2.72154	-0.04763	1.78131
70202	2.72072	-0.04407	1.64643
70203	2.72152	-0.04120	1.53730
70204	2.71785	-0.03571	1.33126
70205	2.71810	-0.04053	1.51386
70206	2.71892	-0.04409	1.64849
70207	2.72149	-0.03843	1.43246
70208	2.71966	-0.04941	1.85030
70209	2.71933	-0.03535	1.31719
70210	2.72013	-0.04348	1.62436
70211	2.72140	-0.03925	1.46350
70212	2.72146	-0.03474	1.29314
70213	2.72494	-0.05103	1.90850
70214	2.72105	-0.05172	1.93755
70215	2.71594	-0.03471	1.29446
70216	2.71510	-0.02472	0.91884
70217	2.72027	-0.02348	0.87077
70218	2.71991	-0.04600	1.72051
70219	2.71828	-0.02424	0.89960
70220	2.72079	-0.05237	1.96255
70221	2.72158	-0.04950	1.85257
70222	2.71782	-0.02744	1.01983
70223	2.72138	-0.03741	1.39379
70224	2.72067	-0.02846	1.05725
70225	2.71920	-0.03797	1.41609
70226	2.72025	-0.04452	1.66369
70227	2.71971	-0.03757	1.40066
70228	2.72379	-0.03798	1.41420
70229	2.72312	-0.04738	1.77087
70230	2.72077	-0.04229	1.57872
70231	2.71867	-0.03195	1.18920
70232	2.72151	-0.03387	1.26038
70233	2.72344	-0.03763	1.40117
70234	2.72126	-0.03820	1.42368
70235	2.72366	-0.03602	1.34030
70236	2.72051	-0.03562	1.32685
70237	2.72404	-0.03274	1.21653
70238	2.71786	-0.04029	1.50484
70239	2.71528	-0.03863	1.44310
70240	2.71618	-0.04868	1.82498
