#Sample[#]	Predicted Power[W]	Error[W]	Absolute Percentage Error[%]
633	2.60301	-0.00597	0.22994
634	2.60301	-0.01421	0.54899
635	2.60315	-0.00520	0.20011
636	2.60329	-0.00442	0.17012
637	2.60314	0.00488	0.18717
638	2.60308	-0.00055	0.02112
639	2.60297	-0.00960	0.36999
640	2.60331	0.01203	0.45991
641	2.60325	0.00202	0.07759
642	2.60305	-0.00510	0.19622
643	2.60323	0.00113	0.04353
644	2.60305	0.00863	0.33041
645	2.60329	0.46595	15.18121
646	2.74846	-0.15050	5.79315
647	2.60300	-0.00779	0.30027
648	2.60328	-0.01265	0.48822
649	2.60308	0.00311	0.11936
650	2.60320	-0.00891	0.34343
651	2.60320	-0.00524	0.20187
652	2.60320	-0.00616	0.23718
653	2.60340	0.00828	0.31688
654	2.60347	0.00364	0.13947
655	2.60312	-0.00791	0.30469
656	2.60323	-0.00254	0.09751
657	2.60312	0.00581	0.22289
658	2.60320	0.00116	0.04459
659	2.60350	-0.00554	0.21335
660	2.64634	0.42931	13.95844
661	2.70555	-0.11583	4.47273
662	2.60328	-0.00349	0.13433
663	2.60295	0.00232	0.08921
664	2.60353	0.00998	0.38195
665	2.60345	-0.00092	0.03522
666	2.60310	0.00218	0.08358
667	2.60329	0.00290	0.11127
668	2.60309	0.00859	0.32882
669	2.60339	-0.00269	0.10333
670	2.60347	0.00180	0.06914
671	2.60352	0.00359	0.13753
672	2.60323	0.00754	0.28862
673	2.60340	0.00737	0.28211
674	2.60328	-0.00075	0.02870
675	2.74866	-0.13058	4.98750
676	2.60351	0.00634	0.24275
677	2.60324	-0.00071	0.02729
678	2.60329	0.00290	0.11144
679	2.60375	0.00061	0.02345
680	2.60303	-0.00325	0.12498
681	2.60333	-0.00446	0.17171
682	2.60319	0.00300	0.11514
683	2.60335	0.00833	0.31881
684	2.60340	-0.00362	0.13909
685	2.60358	-0.01386	0.53525
686	2.60326	0.00110	0.04230
687	2.60344	0.00366	0.14052
688	2.60331	-0.00536	0.20629
689	2.74833	0.32274	10.50902
690	2.60345	-0.00824	0.31742
691	2.60317	-0.00796	0.30681
692	2.60325	-0.00255	0.09804
693	2.60351	-0.01104	0.42595
694	2.60333	-0.00172	0.06600
695	2.60330	0.00015	0.00558
696	2.60356	0.00080	0.03068
697	2.60324	0.00020	0.00769
698	2.60351	-0.00006	0.00235
699	2.60351	-0.01105	0.42613
700	2.60338	-0.01000	0.38574
701	2.60336	0.00924	0.35355
702	2.60346	-0.00734	0.28276
703	2.72036	-0.11417	4.38064
704	2.63133	-0.03704	1.42761
705	2.60353	0.01364	0.52128
706	2.60323	0.01120	0.42822
707	2.60339	-0.00635	0.24460
708	2.60310	-0.00606	0.23347
709	2.60320	-0.00341	0.13133
710	2.60320	-0.00158	0.06089
711	2.60319	0.00392	0.15020
712	2.60315	0.00304	0.11672
713	2.60333	0.00103	0.03948
714	2.60304	0.01138	0.43542
715	2.60322	-0.00161	0.06177
716	2.60325	-0.00072	0.02764
717	2.60345	-0.01190	0.45929
718	2.68429	0.39227	12.75025
719	2.60332	-0.00262	0.10068
720	2.60335	-0.01272	0.49088
721	2.60315	0.00487	0.18682
722	2.60317	-0.00155	0.05965
723	2.60316	0.00212	0.08129
724	2.60331	-0.00078	0.03011
725	2.60332	0.00104	0.04001
726	2.60347	-0.00918	0.35386
727	2.60310	0.00492	0.18858
728	2.60310	-0.00331	0.12745
729	2.60350	-0.00738	0.28418
730	2.60312	0.00215	0.08270
731	2.68522	-0.09459	3.65116
732	2.60356	-0.00561	0.21582
733	2.60329	0.00382	0.14651
734	2.60334	0.00010	0.00382
735	2.60330	0.01204	0.46043
736	2.60314	0.00030	0.01157
737	2.60322	0.00388	0.14897
738	2.60325	-0.00255	0.09804
739	2.60337	-0.00267	0.10280
740	2.60343	0.00825	0.31583
741	2.60327	0.00475	0.18225
742	2.60334	-0.01545	0.59696
743	2.60348	-0.00736	0.28347
744	2.60304	0.00223	0.08569
745	2.74862	-0.15249	5.87392
746	2.60321	-0.00526	0.20240
747	2.60302	0.47171	15.34162
748	2.60318	-0.00798	0.30734
749	2.60329	-0.00808	0.31123
750	2.60316	0.00395	0.15143
751	2.60337	-0.00816	0.31459
752	2.60330	0.01479	0.56481
753	2.60334	-0.00538	0.20717
754	2.60323	-0.00345	0.13256
755	2.60316	-0.00887	0.34184
756	2.60340	0.00920	0.35197
757	2.60343	0.00367	0.14087
758	2.60307	-0.01061	0.40932
759	2.70556	-0.10669	4.10539
760	2.64667	-0.04048	1.55326
761	2.60306	-0.00603	0.23206
762	2.60322	-0.00801	0.30876
763	2.60334	-0.00813	0.31335
764	2.60322	0.01670	0.63743
765	2.60361	-0.00382	0.14703
766	2.60339	0.00005	0.00206
767	2.60346	-0.00734	0.28259
768	2.60349	-0.01194	0.46071
769	2.60340	0.00370	0.14193
770	2.60306	0.00312	0.11989
771	2.60368	0.00800	0.30616
772	2.69940	-0.09870	3.79504
773	2.65234	-0.05072	1.94965
774	2.60307	-0.00238	0.09133
775	2.60345	0.00731	0.28018
776	2.60345	0.46579	15.17597
777	2.60311	0.00948	0.36303
778	2.60319	-0.00066	0.02553
779	2.60342	-0.00547	0.21052
780	2.60318	0.00026	0.00999
781	2.60323	0.00387	0.14844
782	2.60344	0.00549	0.21058
783	2.60318	-0.00065	0.02500
784	2.60337	-0.00908	0.34997
785	2.60343	0.00001	0.00047
786	2.60318	-0.01072	0.41356
