#Sample[#]	Predicted Power[W]	Error[W]	Absolute Percentage Error[%]
460	2.88560	0.05278	1.79606
461	2.88133	0.05339	1.81926
462	2.87745	0.06093	2.07366
463	2.88316	0.04790	1.63420
464	2.86846	0.05894	2.01347
465	2.86928	0.07276	2.47322
466	2.86904	0.05561	1.90157
467	2.88433	0.04032	1.37859
468	2.88703	0.03854	1.31739
469	2.87919	0.06102	2.07548
470	2.87279	0.06376	2.17135
471	2.87301	0.05988	2.04159
472	2.87815	0.05290	1.80496
473	2.87186	0.05370	1.83566
474	2.88689	0.03227	1.10556
475	2.87393	0.05713	1.94896
476	2.87678	0.05428	1.85192
477	2.88024	0.04533	1.54947
478	2.87650	0.06097	2.07548
479	2.87618	0.05671	1.93350
480	2.88632	0.03925	1.34154
481	2.87596	0.05235	1.78779
482	2.87030	0.05984	2.04234
483	2.87394	0.06170	2.10163
484	2.87068	0.07228	2.45600
485	2.87301	0.05256	1.79645
486	2.88388	0.05083	1.73219
487	2.87347	0.06674	2.26974
488	2.88072	0.05308	1.80928
489	2.87440	0.05208	1.77966
490	2.88248	0.04950	1.68822
491	2.88554	0.05010	1.70657
492	2.87532	0.05116	1.74831
493	2.88679	0.05342	1.81678
494	2.88062	0.03854	1.32023
495	2.87884	0.04673	1.59730
496	2.87231	0.05417	1.85099
497	2.89065	0.04407	1.50162
498	2.88129	0.05617	1.91227
499	2.88656	0.04084	1.39508
500	2.87582	0.04151	1.42297
501	2.88016	0.05822	1.98123
502	2.86925	0.07279	2.47415
503	2.86961	0.07792	2.64369
504	2.87231	0.04685	1.60500
505	2.88435	0.04213	1.43964
506	2.87606	0.05134	1.75379
507	2.87813	0.05110	1.74439
508	2.87873	0.04867	1.66259
509	2.87279	0.06010	2.04925
510	2.87863	0.05883	2.00286
511	2.86514	0.06317	2.15736
512	2.87619	0.04938	1.68778
513	2.87139	0.04777	1.63643
514	2.88165	0.04758	1.62442
515	2.87371	0.06467	2.20075
516	2.87160	0.05031	1.72179
517	2.88925	0.03724	1.27238
518	2.87395	0.05711	1.94849
519	2.87978	0.04945	1.68801
520	2.88129	0.04611	1.57514
521	2.87676	0.05613	1.91379
522	2.88001	0.05288	1.80289
523	2.86975	0.06130	2.09155
524	2.87533	0.04383	1.50143
525	2.87921	0.05184	1.76881
526	2.87671	0.06258	2.12912
527	2.88611	0.04495	1.53356
528	2.88621	0.04027	1.37615
529	2.88107	0.06006	2.04200
530	2.88051	0.05238	1.78584
531	2.88363	0.03645	1.24809
532	2.87744	0.04629	1.58340
533	2.88644	0.05377	1.82864
534	2.88075	0.03567	1.22309
535	2.87766	0.03784	1.29783
536	2.88273	0.04284	1.46433
537	2.88479	0.03163	1.08451
538	2.87241	0.05316	1.81715
539	2.88599	0.04873	1.66044
540	2.87791	0.05132	1.75191
541	2.87850	0.04890	1.67027
542	2.87444	0.06211	2.11495
543	2.87674	0.06255	2.12818
544	2.88115	0.04167	1.42577
545	2.88015	0.04633	1.58308
546	2.87582	0.03876	1.32996
547	2.87558	0.06646	2.25912
548	2.87697	0.05500	1.87582
549	2.88879	0.04044	1.38057
550	2.88198	0.03444	1.18078
551	2.87889	0.04484	1.53382
552	2.87649	0.05457	1.86162
553	2.88013	0.04727	1.61463
554	2.88121	0.05442	1.85393
555	2.87976	0.05312	1.81134
556	2.88412	0.04053	1.38596
557	2.87159	0.06862	2.33371
558	2.77777	0.06543	2.30145
559	2.88232	0.04965	1.69338
560	2.87436	0.05030	1.71977
561	2.86153	0.07685	2.61542
562	2.87253	0.05578	1.90497
563	2.87497	0.05426	1.85230
564	2.87675	0.06071	2.06673
565	2.87272	0.06200	2.11268
566	2.87616	0.05307	1.81158
567	2.86612	0.05304	1.81700
568	2.88194	0.05186	1.76769
569	2.87453	0.05470	1.86733
570	2.87314	0.04602	1.57640
571	2.87229	0.06609	2.24915
572	2.87182	0.05191	1.77562
573	2.87433	0.05032	1.72055
574	2.88298	0.04534	1.54825
575	2.88135	0.04971	1.69587
576	2.87990	0.04109	1.40672
577	2.87992	0.04199	1.43697
578	2.86168	0.06937	2.36686
579	2.86679	0.05511	1.88617
580	2.86236	0.06961	2.37418
581	2.86983	0.07129	2.42400
582	2.86151	0.08327	2.82774
583	2.87706	0.04851	1.65799
584	2.87265	0.05566	1.90090
585	2.88168	0.06036	2.05157
586	2.88228	0.05519	1.87870
587	2.87018	0.05722	1.95470
588	2.87052	0.07335	2.49162
589	2.86535	0.07578	2.57655
590	2.87292	0.05813	1.98339
591	2.87046	0.06060	2.06744
592	2.86324	0.07880	2.67827
593	2.86435	0.07037	2.39797
594	2.87074	0.06763	2.30176
595	2.87011	0.07650	2.59633
596	2.87558	0.07012	2.38042
597	2.86755	0.05985	2.04450
598	2.87684	0.05879	2.00271
599	2.87414	0.06332	2.15575
600	2.87412	0.05419	1.85061
601	2.87001	0.06105	2.08278
602	2.87140	0.05966	2.03536
603	2.87809	0.04748	1.62286
604	2.87357	0.05292	1.80819
605	2.86435	0.06853	2.33675
606	2.87052	0.07152	2.43096
607	2.87383	0.05357	1.82996
608	2.86803	0.06303	2.15040
609	2.87475	0.06637	2.25679
610	2.87917	0.04823	1.64738
611	2.86531	0.06209	2.12098
612	2.87235	0.06969	2.36874
613	2.87013	0.06824	2.32253
614	2.87394	0.05712	1.94880
615	2.87317	0.05881	2.00569
616	2.86494	0.07710	2.62058
617	2.86116	0.07356	2.50662
618	2.86531	0.05843	1.99843
619	2.87654	0.06550	2.22622
620	2.87474	0.05358	1.82962
621	2.86716	0.04651	1.59640
622	2.87171	0.07490	2.54199
623	2.86896	0.06393	2.17971
624	2.86652	0.06636	2.26277
625	2.86835	0.06545	2.23086
626	2.87435	0.06586	2.23994
627	2.87534	0.06121	2.08433
628	2.87493	0.06345	2.15937
629	2.88133	0.04240	1.45034
630	2.87295	0.06268	2.13523
631	2.87535	0.04199	1.43917
632	2.87083	0.06481	2.20758
633	2.87326	0.07702	2.61050
634	2.85973	0.06949	2.37242
635	2.87705	0.04760	1.62753
636	2.87025	0.07179	2.44000
637	2.86501	0.06330	2.16159
638	2.86687	0.05504	1.88366
639	2.87075	0.05573	1.90445
640	2.87031	0.07081	2.40762
641	2.87936	0.05444	1.85572
642	2.87122	0.05343	1.82690
643	2.86089	0.07840	2.66744
644	2.87402	0.05796	1.97675
645	2.87572	0.05534	1.88792
646	2.86506	0.08064	2.73769
647	2.86128	0.07436	2.53295
648	2.87036	0.06527	2.22352
649	2.86976	0.05855	1.99960
650	2.86602	0.07144	2.43219
651	2.88284	0.05371	1.82906
652	2.87907	0.04925	1.68172
653	2.87288	0.05909	2.01539
654	2.87192	0.06646	2.26164
655	2.87431	0.04851	1.65964
656	2.87855	0.04152	1.42201
657	2.86276	0.07928	2.69464
658	2.87713	0.05485	1.87066
659	2.86876	0.05680	1.94166
660	2.87291	0.05998	2.04503
661	2.86636	0.06012	2.05447
662	2.86172	0.06385	2.18237
663	2.87555	0.06192	2.10781
664	2.86864	0.07615	2.58579
665	2.86605	0.07233	2.46148
666	2.87494	0.05154	1.76132
667	2.87646	0.06741	2.28981
668	2.86919	0.05912	2.01902
669	2.87427	0.05771	1.96814
