#Timestamp	Benchmark	Run(#)	CPUFrequency(MHz)	Current[A]	Power[W]	Energy[J]	time	icmiss	ichold	dcmiss	dchold	wbhold	ainst	iinst	bpmiss	ahbutil	ahbtutil	branch	call	type2	ldst	load	store
1	use_case_opt	1	80	0.853258436	2.81575284	0.00521794	148250	13	448	0	37867	42154	162400	177388	27475	355838	381627	67797	3	152756	40322	0	44604		
2	use_case_opt	1	80	0.951980903	3.141536978	0.0344273	876700	0	0	0	134862	134860	471800	471800	67401	808800	808859	134802	0	269600	67400	0	67400		
3	use_case_opt	1	80	0.948930489	3.131470615	0.0325701	832072	0	0	0	128114	128114	448195	448195	64027	768324	768395	128054	0	256112	63621	3889	58237		
4	use_case_opt	1	80	0.952535523	3.143367226	0.0328847	836929	295	9998	55	268433	36942	328110	322888	45056	331080	313775	85730	121	84922	83671	83537	1851		
5	use_case_opt	1	80	0.794745964	2.62266168	0.0297279	906800	68	2394	1197	249532	98778	558633	574140	19641	266461	258629	53599	14274	538602	58364	39215	15651		
6	use_case_opt	1	80	0.790031689	2.607104572	0.027961	857993	0	0	72	1617	9	778773	778751	17152	14161	14241	38940	20610	689394	29806	28654	1154		
7	use_case_opt	1	80	0.786981275	2.597038208	0.0259099	798137	0	0	68	1484	8	724436	724460	15946	13191	13273	36224	19174	641313	27732	26654	1074		
8	use_case_opt	1	80	0.788090516	2.600698704	0.0263311	809969	0	0	68	1527	9	734545	734541	16178	13383	13436	36730	19440	650277	28114	27027	1088		
9	use_case_opt	1	80	0.783376241	2.585141597	0.0271463	840071	0	0	72	1570	9	762331	762341	16785	13876	13935	38121	20176	674859	29177	28049	1130		
10	use_case_opt	1	80	0.786426655	2.59520796	0.0266762	822323	0	0	69	1551	8	746565	746531	16438	13602	13661	37327	19758	660880	28575	27465	1107		
11	use_case_opt	1	80	0.786149344	2.594292836	0.026348	812492	0	0	69	1528	9	737071	737081	16229	13400	13486	36856	19508	652497	28215	27122	1092		
12	use_case_opt	1	80	0.789199758	2.6043592	0.0272659	837548	0	0	71	1573	9	760425	760417	16755	13843	13896	38023	20125	673149	29106	27977	1127		
13	use_case_opt	1	80	0.785872034	2.593377712	0.0278081	857819	0	0	73	1594	9	778017	778035	17169	14171	14247	38905	20592	688759	29780	28627	1153		
14	use_case_opt	1	80	0.785872034	2.593377712	0.0278814	860081	0	0	73	1617	9	780550	780550	17225	14204	14280	39032	20658	690983	29875	28722	1156		
15	use_case_opt	1	80	0.785317413	2.591547464	0.0269543	832067	0	0	70	1571	9	754667	754647	16654	13734	13797	37738	19975	668051	28886	27766	1119		
16	use_case_opt	1	80	0.788922447	2.603444076	0.0282416	867824	0	0	74	1615	9	787491	787509	17379	14346	14390	39379	20843	697146	30142	28974	1167		
17	use_case_opt	1	80	0.788645137	2.602528952	0.0267487	822236	0	0	69	1551	9	746459	746445	16470	13581	13655	37325	19755	660787	28572	27469	1107		
18	use_case_opt	1	80	0.786426655	2.59520796	0.0259707	800573	0	0	68	1484	8	726234	726234	16027	13213	13289	36316	19222	642895	27799	26721	1076		
19	use_case_opt	1	80	0.787535896	2.598868456	0.0281923	867834	3	120	681	77466	69161	688479	673441	12127	281062	306028	49529	11675	445237	79192	46576	32843		
20	use_case_opt	1	80	0.936174216	3.089374911	0.0327297	847543	2	80	1605	153329	109118	646896	661956	13661	140852	116025	40834	18941	660335	29635	28271	1139		
21	use_case_opt	1	80	0.79114093	2.610765068	0.0268844	823802	0	0	70	1551	9	747708	747704	16500	13624	13662	37389	19790	661916	28622	27508	1109		
22	use_case_opt	1	80	0.788367827	2.601613828	0.026544	816233	0	0	69	1527	8	740773	740749	16346	13476	13562	37043	19607	655755	28353	27257	1097		
23	use_case_opt	1	80	0.785317413	2.591547464	0.0261116	806054	0	0	68	1526	9	731295	731301	16138	13307	13360	36568	19354	647391	27991	26910	1084		
24	use_case_opt	1	80	0.788922447	2.603444076	0.0273356	839984	0	0	71	1573	9	762219	762239	16822	13897	13935	38116	20174	674770	29176	28046	1130		
25	use_case_opt	1	80	0.785317413	2.591547464	0.0274728	848075	0	0	72	1595	9	769201	769179	16974	13986	14104	38463	20357	680915	29442	28302	1140		
26	use_case_opt	1	80	0.789477068	2.605274324	0.0275447	845813	0	0	72	1573	9	767914	767933	16945	13985	14044	38401	20324	679796	29394	28255	1138		
27	use_case_opt	1	80	0.793359412	2.61808606	0.0267605	817712	0	0	69	1550	8	741456	741444	16340	13487	13563	37075	19624	656391	28383	27284	1099		
28	use_case_opt	1	80	0.788645137	2.602528952	0.0275864	847988	0	0	72	1571	9	769926	769927	16948	14029	14077	38498	20377	681586	29468	28328	1141		
